10000 100000
364 4636 81
680 7958 42
193 6248 23
270 8099 85
1541 7633 92
1893 4007 65
6380 173 63
8301 1927 95
9492 1668 65
8111 3325 14
7020 9853 9
3256 3681 6
3778 4617 84
2760 4797 34
2443 424 73
2619 6408 69
6785 641 84
7414 872 87
1968 9838 78
9034 6956 68
8015 7212 88
3520 3516 84
4784 3486 70
1566 4677 1
6496 6991 76
247 902 1
6030 6281 9
4046 5521 87
8078 7159 56
4005 2270 42
3491 9993 21
2049 6275 1
6516 7203 5
6102 2365 62
6634 3268 100
143 5840 27
3487 6185 98
4986 3075 76
1853 4258 65
2140 7515 73
2429 8269 95
2240 1763 49
3500 3003 62
2679 4512 62
5771 815 7
6317 4185 77
502 9718 44
318 7153 93
3122 3507 56
4343 2357 78
8666 7130 74
5567 6522 23
8398 152 74
8158 982 42
1402 7423 96
192 9485 50
2010 2344 78
7698 2451 56
5629 3745 85
5919 6561 87
1121 2156 50
4203 6446 21
5583 2362 31
368 2622 50
9921 1903 36
8501 8677 26
7137 3330 49
8222 212 6
4827 4289 76
3641 1470 86
6422 7707 69
2816 2353 37
9517 5180 84
4324 8710 20
8795 1925 23
1107 4370 46
7687 2756 87
5822 4137 98
7092 4112 6
9225 7844 85
2298 151 66
7766 3167 66
787 9421 70
6914 2832 87
5122 5931 35
8257 7486 80
4117 678 17
6131 7628 95
8065 1679 15
3263 2029 85
3502 1811 94
8026 2091 59
5247 7741 10
7691 6180 4
6715 2810 95
533 2270 77
9530 9377 79
7978 5362 63
9881 8535 94
52 1027 75
3361 2489 21
8771 3134 7
7436 367 87
2949 4145 63
1784 814 88
2099 6667 98
3554 7588 4
4793 1233 53
2028 1571 34
1678 6246 20
3438 6795 22
8915 4633 16
274 4154 49
576 1650 12
3441 1314 89
6436 76 16
3555 1599 4
7383 4831 65
8914 3591 75
7925 8646 79
6188 9064 47
2109 32 80
2969 254 47
4818 862 2
6307 5189 4
5788 1234 17
5768 5585 82
2786 9048 76
3574 538 69
2482 5010 85
8696 6470 7
6693 835 75
5181 4599 73
9730 1253 33
6723 8050 78
9576 3173 15
1745 4665 76
5442 720 67
455 9753 94
5717 2778 93
2054 1681 20
4544 9677 91
6360 9655 90
5024 5509 67
407 672 20
8143 2366 17
3494 5316 81
7737 6123 36
9157 7319 10
965 589 25
3074 5390 79
4665 4278 54
785 1249 10
6565 4595 49
4880 2162 22
983 3606 100
6281 3934 43
2969 3436 96
8930 9410 24
1102 5524 62
3506 7597 49
6069 9686 69
9797 1200 15
9497 4702 53
7253 8373 36
6902 8724 99
7032 3629 22
7653 3944 27
674 190 86
3471 5767 69
9372 4295 44
919 827 83
4825 4671 57
5436 484 2
8207 1732 56
8878 9867 15
4974 4164 45
6622 6904 39
2472 2366 79
7988 7736 29
5944 9168 56
8939 411 14
1254 273 40
7195 2337 97
2572 3405 59
9873 6526 77
2528 5637 23
6028 69 33
3803 1844 75
4822 8911 22
7902 8943 32
5214 2561 61
8404 7653 17
3491 6070 73
7705 7536 30
6596 6490 27
9628 5007 74
289 4030 57
4464 7910 3
328 1914 6
445 7353 27
6859 2400 71
6468 979 51
5526 3372 89
2356 8394 39
8253 2624 55
4261 1599 42
2872 3297 18
2683 2355 40
3011 3712 45
4729 8846 21
9450 8541 74
1623 2358 1
6779 309 32
4204 138 79
7508 8530 36
8899 8719 6
4197 1396 27
6823 1289 80
4250 8052 97
3865 9398 27
4221 3177 62
9247 3966 19
8012 5033 44
2793 8480 31
6601 8543 13
4105 1593 37
6359 7215 7
6054 1547 90
1050 1883 80
2725 5482 23
6483 9150 84
8085 3451 65
500 5534 30
5966 1691 87
9423 798 6
3393 912 56
7114 8778 70
9394 9911 30
8144 5246 78
6639 158 32
8842 4492 72
4575 9073 15
2196 7107 38
1745 75 72
4633 3976 2
3236 9452 15
9346 8163 58
1832 2122 52
9051 2818 51
6743 2906 94
9894 9341 13
2267 8707 51
3674 1612 96
349 5139 71
2515 9917 47
1453 813 49
9749 5634 59
3922 6657 80
1171 7896 66
4904 9503 81
1926 266 55
452 2181 76
412 8314 81
4058 1753 49
9765 52 92
3416 1445 22
1092 6966 11
4114 648 67
4075 9266 33
3677 5339 9
883 5603 71
4365 793 92
7948 1128 3
6519 5512 64
289 7709 1
9644 5515 92
3386 427 62
2080 7210 44
9717 4167 33
1865 4135 22
7000 1284 72
5607 6602 37
8230 5883 88
4475 8097 57
3670 9539 71
488 1921 44
5805 5642 76
259 5751 40
6535 597 74
9563 4380 21
3012 3109 18
8475 2122 7
3285 6717 82
5087 2269 11
3199 7040 68
7721 2562 26
4438 3706 67
7402 2126 42
8249 3511 91
8244 5166 82
3812 1246 81
1772 1145 20
9055 6963 63
4599 5573 3
9768 8979 55
7804 6167 29
9845 972 6
5924 6963 3
1170 1271 1
2473 4901 80
3078 7107 36
8969 5043 3
3829 2251 79
6215 2309 16
1530 2385 86
8822 5199 8
6376 6262 69
4362 4173 19
7482 4978 63
1981 2404 61
5669 291 63
2401 3575 85
5762 1783 96
1214 2195 50
4635 9573 51
5180 2903 71
3001 5735 19
7475 6819 46
7586 8718 70
6794 942 55
7650 9514 62
4427 6778 50
5099 5448 69
260 41 78
4945 9204 18
6016 9532 79
2476 8668 74
6393 9453 20
3288 3256 12
2529 7390 74
6242 1583 91
116 5641 75
701 9742 86
7522 5435 44
7703 7952 19
9736 3497 48
2502 8249 78
9142 1337 59
4841 9100 30
9775 5143 60
6738 1345 95
3628 385 43
4520 3811 38
5384 1693 28
8187 8371 18
1992 6149 42
1971 5781 5
6373 1677 13
1234 1095 43
2226 9895 42
1340 5626 68
6582 1141 2
4943 390 8
253 5127 80
5834 688 22
2182 1132 59
9701 6803 50
2435 4313 18
1071 7988 35
4034 4033 49
2798 4016 42
4600 1964 98
5287 3146 71
4682 415 40
4536 7817 37
6320 6751 1
2558 935 84
1892 2863 85
5760 566 18
9884 612 94
648 7734 9
9356 3007 99
4388 1121 24
3585 6867 47
5094 2398 13
7691 8743 55
9630 1809 84
6714 5939 97
825 6712 42
1221 2667 66
4377 5942 63
1378 2205 21
6531 7117 22
6655 9899 83
4331 7643 89
8906 9590 96
3429 3581 65
8875 4750 13
247 1466 41
5337 8757 72
7823 6932 73
1092 3152 92
4970 9817 5
9909 2535 40
2819 2107 32
8568 3805 90
4857 4251 86
3290 79 95
5443 4617 88
1683 6735 57
9088 2551 63
4181 5903 38
874 7484 42
9199 8833 26
6645 4407 52
2 7432 37
8397 5084 11
2928 8630 15
1271 3248 21
2655 976 57
8214 4053 65
9935 4085 32
8054 1882 11
3272 5956 97
4031 9681 43
4154 1472 92
2332 2022 91
9502 2773 44
7955 343 76
3757 5035 69
1072 7273 16
6176 9120 87
8759 2896 86
3459 1478 6
7543 575 71
765 5235 5
2701 3606 47
7613 303 35
1601 4353 66
4520 1866 83
1649 7308 50
9300 9452 73
54 980 78
3129 5777 43
7249 8046 4
862 8418 12
3656 8855 12
7426 9550 89
6996 821 30
2281 689 99
6524 8569 96
3600 931 39
6659 7577 46
5552 2083 100
1210 8132 74
4221 6654 72
9944 3442 10
2877 1952 15
8967 8648 31
797 9746 30
4267 6579 31
2783 6713 3
2074 2074 24
2324 6395 13
7217 4886 73
1972 1663 54
377 5127 60
3006 3309 31
603 5486 18
8337 4394 71
9280 908 7
9278 8327 98
4100 3287 99
5450 6544 42
7377 5355 6
6535 4837 62
3966 9337 58
2397 3813 72
9162 4872 51
4912 9303 1
3777 9527 50
6096 9766 10
7476 9521 37
3577 5581 65
5607 5938 63
770 9536 18
2580 4564 84
9136 8902 93
124 6619 29
2560 4202 24
6251 6061 4
9546 1532 58
2343 3058 26
2845 120 83
6318 7746 33
574 1325 15
9365 9915 92
3235 4039 97
3886 3891 50
5076 8653 29
6880 3740 93
7327 3138 10
813 6146 60
1685 1805 18
4896 8924 22
4607 9695 42
6096 9486 30
1518 5786 97
2204 133 25
7153 4613 45
4760 9224 89
8626 8323 55
3865 7130 95
582 2258 21
9329 2456 10
9906 7823 87
6639 9970 77
848 4789 9
6718 7245 25
3736 2670 17
3620 5546 54
2156 8491 20
9264 8751 7
4413 3356 38
1561 3589 90
1741 9581 61
8264 7032 98
9701 6204 66
955 1477 56
5205 530 4
5562 7487 33
7451 903 62
1402 6790 100
9402 2524 60
1997 6349 84
1643 2598 56
4375 3154 76
8509 1593 33
3464 4573 80
8190 5512 13
9277 3005 25
3188 1861 60
870 2957 79
1292 1139 17
1110 249 83
47 9512 91
113 3498 38
8927 3724 35
8016 7195 55
4217 5627 25
7971 670 12
5581 757 63
3618 2868 3
2111 1089 5
4672 3681 79
5844 6749 77
4025 1769 65
9819 7112 7
9347 5455 98
6440 7426 53
8886 6996 82
8381 6848 8
4674 2895 5
876 347 99
8884 2968 84
6209 4761 26
9608 185 56
8298 4038 21
3810 5509 4
8208 2016 60
8214 676 48
9282 478 35
3821 7494 40
2883 6718 92
8073 1100 43
3442 6012 73
6030 8975 29
7345 4736 66
4742 862 8
4245 6577 10
8276 1093 22
9348 151 25
3094 865 58
103 7278 74
5721 7677 83
3713 1738 36
964 8045 81
8117 5542 45
6025 1150 36
551 3535 2
3125 280 88
6472 395 28
6093 1157 65
3383 3558 68
1518 1748 36
5113 1059 70
6094 5700 19
5154 2361 85
3758 2485 62
9648 9914 83
4216 4392 28
5435 4756 71
4704 1808 20
1410 5300 55
9693 658 89
7523 1391 80
3207 2137 51
6845 5698 83
5471 5051 72
7243 4280 10
6916 305 38
1251 8826 12
9108 4404 13
50 4676 61
9941 5781 68
6903 2686 37
5060 5127 23
7277 6490 8
5943 7877 42
2067 841 41
6151 1611 72
739 2674 2
9959 8817 60
1484 5768 54
9336 1312 70
3229 1913 74
7805 8685 80
5575 2713 67
2283 2841 79
3185 3333 24
5549 5260 12
1986 8977 32
6868 8096 88
1413 6542 2
7980 2555 21
8875 8671 85
372 1919 70
9626 7645 47
7995 8430 4
6643 2092 79
123 5511 76
1068 1652 40
1564 4392 88
8873 2823 56
3190 3933 31
4782 4444 87
7310 833 81
2948 992 33
1361 3534 85
6764 8635 76
9702 7001 72
5072 674 80
1342 7732 45
2206 5919 82
5003 1759 49
7783 2593 83
3104 5304 49
5553 9593 83
3326 9675 40
5964 6016 84
5826 9420 92
9362 2135 57
4795 2686 56
8166 5170 19
1026 2309 92
8781 8920 83
9391 4457 26
1102 2305 19
4166 1191 32
9013 9191 7
6655 5358 10
6515 1560 17
1295 9796 31
5723 4145 82
628 4127 5
31 4340 65
6666 2696 100
4245 5219 10
6715 8189 61
4402 8383 81
6542 1449 41
5163 4685 32
4735 2335 14
5181 2674 65
9521 8194 39
4628 1123 38
3089 9017 78
7125 3243 23
3188 1541 43
4063 917 95
5697 7834 48
660 9082 41
2680 3563 49
7879 5211 94
7898 4351 69
9041 8874 44
1310 7989 6
832 1530 3
2085 9729 94
1580 7398 17
2982 431 48
3374 5839 55
92 391 56
1371 2514 39
1829 973 69
2941 4345 81
8932 4519 31
756 3051 43
6086 7788 63
4232 2236 81
2646 3847 93
2964 1252 41
8733 7992 36
2605 8577 80
841 3139 54
575 1933 90
98 1017 49
2529 497 50
6224 9053 13
5878 5757 40
8234 889 34
5748 4310 48
5537 8730 16
8097 3699 23
1661 9784 54
6704 1342 88
6494 6190 96
8200 4920 7
6935 8887 83
2197 8841 7
7266 6949 42
8957 8334 77
3346 6381 73
2455 6836 25
6973 9922 97
6502 7435 40
5442 2705 29
5191 2235 69
8942 5160 46
5311 6127 49
7152 2806 70
2319 5219 24
3984 3164 80
4080 9160 84
8781 3460 61
7755 2856 34
2713 557 53
4510 7379 41
5873 4373 75
4994 2453 41
2433 518 54
3940 4773 58
4003 9129 94
5157 567 76
8171 2419 30
5858 2942 86
1184 9803 95
7692 8013 6
573 3019 79
2336 7312 55
2849 4566 51
3556 6186 25
8404 2777 97
5539 1070 6
3483 9082 71
4071 8546 25
4328 5224 65
4166 849 76
6146 1174 99
2736 4445 85
7876 6858 94
3111 6871 16
6891 4727 93
6929 1397 95
6702 4638 79
6815 9947 49
236 3095 28
5933 6496 48
6326 7186 95
1716 4494 22
4209 4469 31
4450 8647 34
6516 373 91
8166 9197 41
733 9182 48
9433 985 58
5173 4554 71
6293 8678 36
8445 2360 28
7600 4823 53
5541 9252 99
1207 1368 41
8302 1403 90
9054 3157 93
6505 9163 83
2632 5365 67
5297 9655 28
8166 8009 59
9721 818 31
75 2052 64
5635 2063 25
1167 7569 57
9980 9043 2
9395 8509 26
6240 9864 80
4737 8930 31
4768 1891 22
2161 3951 11
920 5278 54
6045 9466 84
1677 3938 64
996 217 26
6044 4683 75
1073 2021 41
9795 9735 17
1804 1104 36
3577 4494 4
8840 418 99
4486 6563 90
6087 5373 43
8520 1676 79
2263 8574 8
4869 433 43
8252 4007 14
2450 4561 22
1542 3978 14
6144 2682 23
9158 3033 86
3968 6163 85
7147 5251 87
7778 4539 30
7562 1530 100
7115 2861 28
4057 57 94
4239 4182 22
732 8548 2
7419 8819 15
3430 5248 76
6938 2484 100
9866 7597 21
681 811 66
9056 5809 42
9715 9569 24
8146 3791 30
8307 369 81
5144 9892 46
2452 1384 5
6094 8737 86
360 2914 10
530 5586 18
2606 5968 62
1489 1279 28
8837 2118 51
2846 8892 50
4837 3897 86
2453 8590 21
6319 7576 69
9165 4121 31
2486 1031 18
8364 7774 67
2821 488 24
5675 7822 59
6254 5310 88
8829 7986 85
2097 7299 81
2377 6696 31
179 6674 87
9080 9680 7
5438 3261 70
3785 8048 42
3578 1662 3
7442 8534 24
5597 1088 13
9871 1290 64
8458 8412 80
7338 9711 32
1828 2689 71
591 5601 27
9274 8259 45
716 9460 69
2297 8015 63
3289 4437 21
1896 5863 45
2659 433 54
298 8636 68
1743 4585 69
8734 5451 22
1040 2562 42
4684 1013 86
6340 6316 50
763 7881 47
4335 1306 2
7643 8548 59
9570 9992 40
6961 2126 96
9135 2319 95
3194 6173 5
7874 1762 25
9509 6986 18
3211 9622 52
9031 2680 37
3810 6996 8
1855 7935 45
5734 1312 80
5886 3857 77
3616 169 87
2027 7897 93
9975 4227 42
6386 276 60
6254 7537 97
4620 6672 19
6200 1573 76
8200 7015 48
4854 4857 92
2961 9082 32
9439 1499 3
5117 1528 68
4406 3183 11
6982 3586 16
4981 8266 41
9008 6483 22
4769 115 42
9779 4084 76
5814 6625 88
6702 4987 31
7220 9422 97
6354 9671 73
4315 664 29
9290 1605 48
8705 9373 21
9713 7204 90
2865 7821 59
2833 922 70
899 3408 9
1480 1 13
8211 1625 71
4060 1525 58
9242 9292 17
3455 8285 92
3020 1671 100
9064 7658 90
727 6847 58
6355 9541 100
8301 6281 8
8360 7861 37
4677 2525 81
9665 3348 100
1686 6136 61
3317 1373 72
6154 4090 82
2667 1899 80
2646 9796 14
8946 7833 41
614 4676 3
1787 2407 48
9282 2083 18
5745 3136 97
5758 4708 2
8142 2382 13
4924 6874 42
2094 7190 35
2644 936 65
9407 7298 91
3772 3460 13
4780 1451 48
8857 975 13
8665 9070 75
3446 1903 1
7303 8964 41
3963 7571 71
7525 1046 76
5532 3263 8
350 9377 71
9629 3069 56
7186 542 44
3747 2787 68
4181 4956 35
9880 8357 74
7892 7587 40
2085 6613 65
938 5084 35
5235 9295 5
973 5128 11
1832 6644 96
1959 5842 96
5419 7194 5
2654 1472 17
2069 3844 22
3601 5425 1
5707 7613 62
2252 1284 45
4393 4857 48
449 6353 54
1760 3740 33
6064 6139 75
5626 5304 40
1643 8704 45
6440 2321 39
778 2698 5
3342 950 71
2966 1389 95
3461 4418 6
2725 597 68
1634 5350 17
2336 6903 56
1092 5860 38
7856 3439 99
4055 2146 13
6698 1216 73
3105 5918 93
5620 1617 44
236 3375 53
9100 6938 93
9338 7263 30
2850 2172 71
2989 7513 3
5977 6796 39
993 5586 2
3176 9660 98
8567 4763 32
5472 6545 18
8109 57 23
5458 1426 96
632 431 20
6135 8885 1
6072 5230 52
4478 2666 1
8276 4084 93
7067 6980 78
8503 6990 25
4896 2731 99
7110 7451 3
7520 6476 97
5766 1802 27
9507 2104 38
1755 7069 2
9133 5817 94
6993 5007 36
8202 687 32
1687 6627 14
5068 8520 58
3662 5932 46
8612 3655 51
7385 1830 86
3967 3971 52
42 8216 19
482 4352 8
1786 5499 82
3358 3079 89
5218 8812 40
2509 749 58
4141 9435 30
2166 8130 63
7379 7296 87
4188 3098 57
5244 7036 10
6343 6861 19
4534 3470 30
5396 6574 78
3944 8874 42
8280 9301 6
6697 1532 48
2919 6149 1
8693 5594 16
6375 2842 49
742 5222 5
3389 7891 20
6608 9766 39
756 6052 16
2934 8086 81
631 8625 30
8335 2238 23
8299 7098 97
8253 2090 12
6922 2702 4
629 3460 78
1030 6966 51
9696 8735 37
5160 9057 60
9923 9629 7
5874 3530 38
5915 5227 37
4331 4672 20
3031 7164 70
3317 8460 91
7776 5389 20
7324 1783 19
9966 2630 30
3321 3963 63
989 6446 64
6607 4179 85
317 2357 14
8641 9433 60
7830 1819 25
2344 2528 33
3202 7446 23
8275 647 11
8364 9902 52
4593 9196 69
8804 5061 69
7864 9123 27
6899 1540 4
975 1950 95
4302 5604 99
2041 9660 94
8445 3158 38
945 9779 10
4872 7519 20
514 1198 44
4454 7307 25
7186 6508 61
773 2909 59
8294 3302 46
3324 7513 50
1313 8510 89
1493 4963 12
6849 5537 55
258 3683 80
6200 8372 18
6772 9523 57
5079 6325 4
6462 3240 71
550 8488 14
6963 9948 63
7671 452 75
3109 6347 45
5729 7369 30
6864 2901 93
13 1552 69
8886 5707 97
2201 3377 89
9244 7968 28
7932 56 12
7772 6628 76
68 4527 8
3636 1549 30
3235 114 25
7045 3627 12
8042 5089 74
9640 3503 45
7267 950 70
7058 4379 78
7757 5599 9
3487 904 60
3718 3988 89
921 494 49
7427 1438 81
8818 4112 5
3004 8433 59
5665 8878 57
7839 5193 87
7085 4830 4
9169 7815 87
4714 5309 30
9370 5148 6
4014 6131 74
6879 5466 28
7752 8456 12
6462 274 82
6708 2722 46
7535 5592 81
9712 8752 26
2146 1076 84
8375 5621 88
5080 6809 73
3953 2825 5
9788 8033 88
1398 1618 99
7228 2471 59
6767 1977 24
2420 4866 100
7267 2597 30
4554 1506 12
4075 2387 41
6253 1937 59
1294 1706 44
6032 4433 12
9667 8112 41
6895 4777 66
2635 6458 6
9646 4571 47
1574 5642 84
7996 9630 12
975 6213 67
8345 4189 61
2553 852 7
3109 3258 3
165 6426 66
8262 9315 47
9654 9906 54
2934 4190 89
321 3799 27
6341 2414 36
6955 415 26
2833 2568 8
4658 379 10
4050 9999 31
3156 963 41
8994 7901 82
3754 9383 29
5437 9115 7
771 1283 9
1393 2846 95
7907 7694 82
7609 5937 11
3669 2988 58
5375 2306 20
4025 2833 67
8243 128 83
8127 4080 65
1748 9971 91
1711 7744 87
6099 2426 11
3381 734 68
6573 1662 4
2036 6824 41
6022 2535 97
1352 7773 96
2795 1862 95
2268 8896 53
1340 3149 12
6271 9632 98
1169 3707 68
1242 5210 72
1199 1933 77
3434 4239 56
1203 2464 74
477 7632 40
1741 4549 25
7087 3973 20
3436 5632 75
8224 7839 31
9866 5910 64
664 1449 15
4000 5418 62
2342 2962 96
8253 2169 82
8254 2742 9
3600 3067 60
2854 1506 85
6583 4629 32
2141 7618 51
395 1061 25
7514 2252 87
8035 3402 59
5339 966 87
2029 9989 99
2499 3529 100
9547 7038 63
9588 9257 34
324 6446 16
2916 987 50
3249 2583 82
435 9863 25
5841 6272 75
8530 1761 72
5295 3790 40
741 3549 19
6689 6128 32
4393 1736 42
560 8878 94
6534 8596 39
1104 1282 80
2507 3929 23
4001 6053 17
424 9228 89
6777 3006 7
8098 328 61
2547 7021 67
8546 5512 20
482 1968 56
2167 5134 72
8482 6954 9
9747 1046 96
2690 9309 40
5658 1161 52
290 3480 16
8827 2495 30
4197 1285 98
6458 3280 9
4143 1576 42
7419 2837 28
7481 664 8
134 173 46
9152 7640 82
8844 1917 82
1909 1037 83
8073 5568 4
2922 4684 15
5525 6818 100
779 828 93
7149 7163 80
1101 8342 49
2839 3988 28
1170 7613 81
7796 7667 95
1711 6115 79
2737 4545 31
281 5237 19
2855 2963 17
3823 8243 88
9710 7265 95
524 246 87
429 9855 98
1019 1238 62
6152 5865 32
619 2788 89
1889 6440 54
5424 1057 63
1107 9995 88
9910 4917 64
9616 711 35
5018 9896 60
3452 6397 37
8491 880 19
7304 7061 83
220 9079 25
3408 4740 94
7373 7436 82
7545 8970 29
3777 8629 22
769 8194 63
5320 4223 39
4689 9597 45
8958 7263 60
4496 9208 100
8150 5651 42
4086 4516 4
5842 5469 16
4045 7159 2
4862 6966 39
9338 4220 92
6261 1973 84
4823 1988 53
9006 9181 40
8069 6064 9
2884 3716 51
7593 9798 84
8340 7817 6
3832 2980 52
8468 8334 79
7848 4037 15
6854 5213 92
5157 7503 82
155 7142 4
4651 318 66
5008 6908 76
1767 1647 62
1354 3189 78
795 3168 51
9941 2910 13
4465 855 8
8638 5858 86
3754 1412 60
1485 1208 17
4262 2247 10
2243 3358 25
1475 3785 84
2318 7982 18
5951 6839 84
7328 4949 41
7700 7780 58
3560 8809 64
5566 6579 26
2326 4653 7
6392 4220 40
7084 1758 15
9505 2266 30
8140 439 89
9993 8612 90
9586 5958 28
697 9643 88
1910 5061 93
8340 9811 33
1823 4582 13
1016 7873 10
4806 7555 33
4379 3612 89
2310 3633 89
7183 5885 2
6045 3142 54
185 6257 22
907 4237 14
4494 4738 30
865 7094 35
889 534 21
3143 1094 1
605 2563 29
4976 71 1
4399 6063 13
3749 6133 14
1158 8526 32
3239 884 73
5876 5508 6
2045 3838 11
4249 3431 42
5611 3649 31
1560 5953 39
6827 9176 13
716 4582 16
9891 2806 53
6090 3823 52
6416 4088 33
1457 4961 46
9139 5186 11
8986 3036 97
4552 8745 19
2534 5954 13
2141 583 10
1407 70 65
4705 3130 3
7322 122 33
2258 6640 19
8934 5698 100
8348 2941 12
7823 550 98
4440 1380 14
6934 1419 23
2481 193 89
5680 5667 91
2719 1112 75
9834 8778 90
5357 1413 98
975 7912 25
2562 2898 86
729 8546 92
998 4751 64
3215 6523 91
9997 7203 43
5245 1153 87
3231 4983 47
1474 6928 58
3503 1872 55
7007 6982 51
5916 6990 78
9591 7660 68
3418 1666 45
3545 7075 97
3573 907 80
6883 3233 82
886 6769 66
5916 628 100
1367 6064 79
4212 7740 19
1344 5110 11
4435 2821 80
9616 3405 71
6440 8781 91
7973 6812 79
2429 8361 44
738 2568 33
7093 2916 20
7847 7286 1
7218 3806 95
3698 2931 87
4864 7971 78
6387 3191 11
1733 3326 19
4484 7014 80
8634 8341 85
1320 295 78
1601 1302 51
1335 7370 96
1107 1661 22
7759 1482 88
3848 1300 43
4468 2548 57
8387 4169 82
315 5235 97
8603 3882 38
4803 9163 61
6179 8821 73
4214 3202 3
7369 4133 16
2891 2311 78
8791 3753 17
6980 8963 68
9923 5180 5
8826 1627 27
4545 8396 65
107 4300 34
8105 5490 47
8103 1964 82
4789 9413 15
2732 7366 74
2833 5341 35
4494 5464 96
7318 6721 64
8315 3634 61
1272 726 98
8441 2480 3
6829 5468 33
6439 9189 73
7544 1778 65
8217 9734 25
2623 959 23
6841 3323 11
6119 1869 18
2383 6607 24
5499 7572 18
4017 4722 95
361 9804 54
3212 9168 50
7339 363 34
9278 876 66
5079 8096 72
7768 5153 45
6073 5543 75
462 8982 72
3625 512 92
4042 451 13
5038 6073 87
6217 9627 70
9260 9950 84
5853 4304 13
496 1199 36
970 147 59
3060 9732 26
7012 4480 17
1668 2144 19
4243 7247 11
8662 2371 85
6878 5492 4
436 4337 43
5354 3620 52
9359 4726 35
8893 9586 23
8991 4872 33
4321 9232 33
5823 6707 99
1911 8632 78
6682 6111 68
4058 2718 95
2885 9108 93
6124 4507 68
9390 615 49
8022 4105 50
2819 8821 95
8714 6753 61
2713 4502 70
985 8787 11
5562 7120 37
6665 9404 49
7402 423 99
8612 3185 6
2897 6547 54
1067 516 32
5380 6811 19
1592 8793 84
1521 9378 9
7747 5038 67
2102 8443 30
2298 943 14
8306 4974 48
4645 6642 82
6361 3918 68
7044 9771 85
7976 8089 11
971 2582 2
7651 7085 51
9241 2584 25
4200 9521 63
6400 907 34
6213 9375 25
2882 5704 63
8799 1744 6
9068 8659 66
827 9513 40
150 8709 81
5452 9762 93
9044 9720 17
4694 2517 63
8076 1062 62
9606 725 71
6885 9929 33
2618 6767 26
8416 37 6
4341 8480 55
8454 7546 63
8415 9649 54
2543 5443 18
5812 913 81
4204 967 30
2876 8404 15
377 5951 59
356 1617 64
3649 6762 48
3378 9793 32
8448 7512 63
2963 1281 71
124 619 97
6376 5413 45
1522 9288 93
8577 3689 65
8637 8789 60
4318 4709 76
9229 273 16
6411 9943 26
3872 9152 15
6049 8771 84
2203 2478 46
9639 9267 20
432 1893 88
5833 7111 7
9628 492 51
1106 7704 73
6501 5867 62
9724 9390 26
9815 2158 59
5816 2422 82
2011 3724 23
8789 6421 59
8979 9081 88
7547 145 14
5399 8872 68
8051 7514 41
301 8561 18
7044 3957 57
1575 209 24
9510 3642 70
6166 2437 27
3306 4615 30
8268 6778 67
4428 8651 8
2685 64 36
6730 5961 83
7036 8312 9
4786 2862 87
8734 3591 16
4547 6472 80
2782 5163 72
4463 849 74
3508 1860 13
6716 2495 68
3656 1166 84
7931 3770 15
1424 8607 9
3516 2458 2
6251 4907 26
7730 6026 70
1807 9235 17
5598 7061 69
8957 4382 4
8517 1640 30
1219 688 75
5694 2739 91
4462 155 92
8810 6228 26
4770 7220 56
2095 379 77
4008 5301 98
3929 2302 34
3818 2636 3
5051 4624 84
4709 2639 62
4391 9190 94
1278 707 55
2823 4740 44
8151 6569 68
8375 5862 36
2755 2964 46
7569 644 41
4369 3224 4
1371 742 85
8356 9167 86
7861 3205 4
473 4229 30
1472 3070 1
7316 346 36
3954 2306 77
5164 4759 83
1548 2623 66
7522 9073 49
8966 3916 1
8969 7813 67
5992 678 18
5864 8625 96
2559 9863 27
688 8257 97
7890 1529 46
275 7728 89
3443 2913 73
838 5881 6
6834 5006 18
1705 9437 43
6005 7457 47
1231 1383 72
9016 6518 31
7129 4037 19
5259 7602 42
8215 5955 69
1989 2421 6
1470 9804 94
4470 1016 68
1435 5730 31
2820 6756 6
2669 80 26
466 6931 19
1444 5596 45
9197 8701 84
5673 9051 57
1369 6981 27
318 1347 94
5740 8639 63
7573 2646 78
3390 1834 41
5832 7955 20
863 5723 14
335 7854 48
4885 1191 45
3688 5322 23
3739 5835 94
1256 1757 88
3636 6721 3
2157 8432 21
3109 2048 68
7664 5454 19
4039 8224 26
1397 4199 90
1604 6238 71
6738 4003 74
4426 7634 70
6462 8838 71
2362 5184 6
6850 6184 72
5032 2117 88
9683 6177 9
3281 8927 10
3725 5082 15
2098 5326 57
4341 6151 47
1947 6230 73
8037 6787 68
3466 3651 26
1829 2676 36
8087 7230 29
399 1082 78
8398 3066 11
3968 8659 93
4385 4707 47
2924 773 52
8309 2463 72
9263 3089 65
1800 8513 78
3201 1529 64
4947 9534 60
6106 2313 66
8049 509 1
1733 8308 15
3036 4501 28
3686 9123 38
8621 9955 20
4995 1091 70
4601 8083 42
4273 1754 61
7429 3345 1
7652 68 81
3440 597 18
7726 2851 45
7959 9509 54
8682 2939 95
8707 430 91
62 8214 86
2818 9553 3
48 378 63
5091 3646 47
9174 7544 78
3979 6479 99
4322 1409 81
2986 4752 68
1226 3676 36
6117 1471 3
2415 4348 61
1530 8434 87
6602 5860 48
3246 8517 48
7255 6895 99
5625 100 88
2050 1171 32
2344 1677 29
6112 1277 74
4823 7095 29
2497 648 99
2175 4812 66
3133 5755 11
8818 5388 56
7507 9775 90
2369 8615 46
5456 1454 37
6570 8441 41
47 8537 12
9992 4513 33
303 9098 17
1534 3576 93
4509 8553 1
